K562-1-2	K562-1-3	K562-1-6	K562-1-7	K562-1-8	K562-1-SC3	K562-2-1	K562-4-1	K562-4-2	K562-4-3	K562-4-6	K562-4-7	K562-pool34-A-TAGCTT	K562-pool34-B-ACTTGA	K562-pool34-C-GCCAAT	K562-pool34-D-CGATGT	K562-pool34-F-ATCACG	K562-pool34-G-TGACCA	K562-pool34-H-CAGATC	K562-pool34-I-CTTGTA	K562-pool35-A-TAGCTT	K562-pool35-B-ACTTGA	K562-pool35-C-GCCAAT	K562-pool35-D-CGATGT	K562-pool35-F-ATCACG	K562-pool35-G-TGACCA	K562-pool35-H-CAGATC	K562-pool35-I-CTTGTA	K562-pool36-A-TAGCTT	K562-pool36-B-ACTTGA	K562-pool36-C-GCCAAT	K562-pool36-D-CGATGT	K562-pool36-F-ATCACG	K562-pool36-G-TGACCA	K562-pool36-H-CAGATC	K562-pool36-I-CTTGTA	K562-pool37-A-TAGCTT	K562-pool37-B-ACTTGA	K562-pool37-C-GCCAAT	K562-pool37-D-CGATGT	K562-pool37-F-ATCACG	K562-pool37-H-CAGATC	K562-pool37-I-CTTGTA	K562-pool52-A-TAGCTT	K562-pool52-B-ACTTGA	K562-pool52-C-GCCAAT	K562-pool52-D-CGATGT	K562-pool52-J-GACGAG	K562-pool52-K-AAGGTC	K562-pool52-L-TGTAGC	K562-pool52-M-TTGGCA	K562-pool53-F-ATCACG	K562-pool53-G-TGACCA	K562-pool53-H-CAGATC	K562-pool53-I-CTTGTA	K562-pool53-N-CTACTG	K562-pool53-O-CATATG	K562-pool53-P-GTATAC	K562-pool53-Q-ACCTTC	K562-pool54-A-TAGCTT	K562-pool54-B-ACTTGA	K562-pool54-C-GCCAAT	K562-pool54-D-CGATGT	K562-pool54-F-ATCACG	K562-pool54-G-TGACCA	K562-pool54-H-CAGATC	K562-pool54-I-CTTGTA	K562-pool54-J-GACGAG	K562-pool54-K-AAGGTC	K562-pool54-L-TGTAGC	K562-pool54-M-TTGGCA	K562-pool54-N-CTACTG	K562-pool54-O-CATATG	K562-pool54-P-GTATAC	K562-pool54-Q-ACCTTC	K562-pool55-A-TAGCTT	K562-pool55-B-ACTTGA	K562-pool55-C-GCCAAT	K562-pool55-F-ATCACG	K562-pool55-G-TGACCA	K562-pool55-H-CAGATC	K562-pool55-I-CTTGTA	K562-pool55-J-GACGAG	K562-pool55-K-AAGGTC	K562-pool55-L-TGTAGC	K562-pool55-M-TTGGCA	K562-pool55-N-CTACTG	K562-pool55-O-CATATG	K562-pool55-P-GTATAC	K562-pool55-Q-ACCTTC	K562-pool58-A-TAGCTT	K562-pool58-B-ACTTGA	K562-pool58-C-GCCAAT	K562-pool58-D-CGATGT	K562-pool58-F-ATCACG	K562-pool58-G-TGACCA	K562-pool58-H-CAGATC	K562-pool58-I-CTTGTA	K562-pool58-J-GACGAG	K562-pool58-K-AAGGTC	K562-pool58-L-TGTAGC	K562-pool58-M-TTGGCA	K562-pool58-N-CTACTG	K562-pool58-O-CATATG	K562-pool58-P-GTATAC	K562-pool58-Q-ACCTTC	K562-pool59-A-TAGCTT	K562-pool59-B-ACTTGA	K562-pool59-C-GCCAAT	K562-pool59-D-CGATGT	K562-pool59-F-ATCACG	K562-pool59-G-TGACCA	K562-pool59-H-CAGATC	K562-pool59-I-CTTGTA	K562-pool59-J-GACGAG	K562-pool59-K-AAGGTC	K562-pool59-L-TGTAGC	K562-pool59-M-TTGGCA	K562-pool59-N-CTACTG	K562-pool59-O-CATATG	K562-pool59-P-GTATAC	K562-pool59-Q-ACCTTC	K562-pool61-A-TAGCTT	K562-pool61-B-ACTTGA	K562-pool61-C-GCCAAT	K562-pool61-D-CGATGT	K562-pool61-F-ATCACG	K562-pool61-G-TGACCA	K562-pool61-H-CAGATC	K562-pool61-I-CTTGTA	K562-pool61-J-GACGAG	K562-pool61-K-AAGGTC	K562-pool61-L-TGTAGC	K562-pool61-M-TTGGCA	K562-pool61-N-CTACTG	K562-pool61-O-CATATG	K562-pool61-P-GTATAC	K562-pool61-Q-ACCTTC	K562-pool62-A-TAGCTT	K562-pool62-B-ACTTGA	K562-pool62-C-GCCAAT	K562-pool62-D-CGATGT	K562-pool62-F-ATCACG	K562-pool62-G-TGACCA	K562-pool62-H-CAGATC	K562-pool62-J-GACGAG	K562-pool62-K-AAGGTC	K562-pool62-L-TGTAGC	K562-pool62-M-TTGGCA	K562-pool62-N-CTACTG	K562-pool62-O-CATATG	K562-pool62-P-GTATAC	K562-pool62-Q-ACCTTC	K562-pool70-S1-C-GCCAAT	K562-pool70-S1-D-CGATGT	K562-pool70-S1-F-ATCACG	K562-pool70-S1-G-TGACCA	K562-pool70-S1-H-CAGATC	K562-pool70-S1-I-CTTGTA	K562-pool70-S1-J-GACGAG	K562-pool70-S1-K-AAGGTC	K562-pool70-S1-L-TGTAGC	K562-pool70-S1-M-TTGGCA	K562-pool70-S1-N-CTACTG	K562-pool70-S1-O-CATATG	K562-pool70-S1-P-GTATAC	K562-pool70-S1-Q-ACCTTC	K562-pool71-S2-B-ACTTGA	K562-pool71-S2-C-GCCAAT	K562-pool71-S2-D-CGATGT	K562-pool71-S2-F-ATCACG	K562-pool71-S2-G-TGACCA	K562-pool71-S2-H-CAGATC	K562-pool71-S2-I-CTTGTA	K562-pool71-S2-J-GACGAG	K562-pool71-S2-K-AAGGTC	K562-pool71-S2-L-TGTAGC	K562-pool71-S2-M-TTGGCA	K562-pool71-S2-O-CATATG	K562-pool71-S2-P-GTATAC	K562-pool71-S2-Q-ACCTTC	K562-pool72-S3-A-TAGCTT	K562-pool72-S3-B-ACTTGA	K562-pool72-S3-C-GCCAAT	K562-pool72-S3-D-CGATGT	K562-pool72-S3-F-ATCACG	K562-pool72-S3-G-TGACCA	K562-pool72-S3-H-CAGATC	K562-pool72-S3-I-CTTGTA	K562-pool72-S3-K-AAGGTC	K562-pool72-S3-L-TGTAGC	K562-pool72-S3-M-TTGGCA	K562-pool72-S3-N-CTACTG	K562-pool72-S3-O-CATATG	K562-pool72-S3-P-GTATAC	K562-pool72-S3-Q-ACCTTC	K562-pool73-S4-A-TAGCTT	K562-pool73-S4-B-ACTTGA	K562-pool73-S4-C-GCCAAT	K562-pool73-S4-D-CGATGT	K562-pool73-S4-F-ATCACG	K562-pool73-S4-G-TGACCA	K562-pool73-S4-H-CAGATC	K562-pool73-S4-I-CTTGTA	K562-pool73-S4-J-GACGAG	K562-pool73-S4-K-AAGGTC	K562-pool73-S4-L-TGTAGC	K562-pool73-S4-M-TTGGCA	K562-pool73-S4-N-CTACTG	K562-pool73-S4-O-CATATG	K562-pool73-S4-P-GTATAC	K562-pool73-S4-Q-ACCTTC	K562-pool74-S5-A-TAGCTT	K562-pool74-S5-B-ACTTGA	K562-pool74-S5-C-GCCAAT	K562-pool74-S5-D-CGATGT	K562-pool74-S5-F-ATCACG	K562-pool74-S5-G-TGACCA	K562-pool74-S5-H-CAGATC	K562-pool74-S5-I-CTTGTA	K562-pool74-S5-J-GACGAG	K562-pool74-S5-K-AAGGTC	K562-pool74-S5-L-TGTAGC	K562-pool74-S5-N-CTACTG	K562-pool74-S5-O-CATATG	K562-pool74-S5-P-GTATAC	K562-pool74-S5-Q-ACCTTC	K562-pool75-S6-A-TAGCTT	K562-pool75-S6-B-ACTTGA	K562-pool75-S6-C-GCCAAT	K562-pool75-S6-D-CGATGT	K562-pool75-S6-F-ATCACG	K562-pool75-S6-H-CAGATC	K562-pool75-S6-I-CTTGTA	K562-pool75-S6-J-GACGAG	K562-pool75-S6-K-AAGGTC	K562-pool75-S6-L-TGTAGC	K562-pool75-S6-M-TTGGCA	K562-pool75-S6-N-CTACTG	K562-pool75-S6-O-CATATG	K562-pool75-S6-P-GTATAC	K562-pool75-S6-Q-ACCTTC
chr10:35231330-35231394	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	0	0	0.5	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	0	0.5	NA	NA	NA	0	0	0	NA	NA	NA	0	0.5	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	1	0	NA	NA	0	0.5	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	1	NA	0	NA	1	0	NA	NA	NA	NA	0	NA
chr10:37791579-37791937	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	1	0	0	NA	NA	0	NA	1	NA	NA	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	1	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	0	1	0	NA	NA	NA	1	NA	NA	NA	1	0	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	1	NA	0	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	1
chr10:38068448-38068694	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	NA	NA	NA	0	1	NA	1	0.5	0	NA	0	NA	NA	NA	NA	1	0	NA	NA	NA	0	0	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0	0	NA	NA	NA	1	NA	0.25	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	0	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0.5	NA	NA	NA	NA	0	1	0	0.5	1	1	1	NA	NA	0.5	0	NA	NA	1	NA	0.5	NA	NA	1	0.5	NA	1	1	NA	0	NA	NA	0.333333333333333	NA	NA	NA	0.5	1	0	1	0.5	1	NA	NA	0	0	NA	NA	0	0.5	NA	0.583333333333333	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	1	0	NA	NA	1	NA	NA	NA	0.5	NA	1	0
chr10:42555439-42555724	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0	0	NA	NA	1	NA	1	NA	NA	1	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	0	NA	1	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	1	NA	0	NA	0	0.5	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	1	0	NA	1	NA	1	NA	0.333333333333333	NA	0.666666666666667	1	NA	1	NA	NA	NA	NA	NA	NA	0	NA	0	1	1	NA	1	NA	1	NA	1	NA	0	NA	NA	0	0	0	0	1	NA	1	NA	NA	1	NA	0.5	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	1	1	NA
chr10:42583240-42583375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	0.5	NA	0.5	0	1	NA	1	1	NA	1	0	NA	0	1	NA	0	NA	0	NA	0	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	0	NA	NA	0	0	0	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	1	1	1	NA	NA	NA	0	NA	NA	1	0	NA	NA	0.666666666666667	1	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	0	1	NA	NA	NA	NA	1
chr10:42660727-42661776	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	1	NA	NA	NA	0.4	NA	0.5	NA	0.333333333333333	0.666666666666667	0.625	NA	1	NA	NA	1	0	0	0	NA	0.75	NA	0	0.5	NA	0.5	NA	1	NA	0	0.666666666666667	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	NA	NA	0	NA	NA	0	NA	1	NA	NA	1	NA	NA	0	0	0	1	NA	NA	NA	1	NA	0	0	0.5	0.5	NA	0.5	1	1	0.666666666666667	0	NA	NA	1	0.5	0	NA	0.5	0.5	1	NA	NA	1	NA	1	0.5	1	NA	NA	1	0.5	0	0.5	1	0	NA	0	0.5	NA	1	1	1	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0.5	NA	NA	NA	NA	NA	0.666666666666667	0	0	NA	NA	0	1	0.5	0.5	NA	NA	0.5	1	1	0.666666666666667	0.25
chr10:42747543-42748687	1	NA	NA	NA	NA	NA	NA	0	1	NA	NA	0	1	0.333333333333333	NA	NA	1	1	0.5	0.5	0.666666666666667	0	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	0.333333333333333	0.333333333333333	NA	NA	0	NA	1	NA	NA	NA	0	NA	NA	1	NA	NA	NA	1	NA	1	NA	0	NA	1	0	0	NA	NA	NA	0	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0.5	NA	0	NA	0	NA	1	NA	NA	1	0	1	NA	0.25	0	NA	0	0	NA	NA	0.25	NA	1	0.5	0	0.5	1	1	1	0	NA	1	NA	0	NA	1	0	0	0.4	0.666666666666667	0.333333333333333	0	0	0	NA	1	1	1	0	NA	NA	NA	0	1	0.25	1	0.333333333333333	NA	NA	0.4	0.833333333333333	1	NA	1	NA	0	0.5	NA	0.25	1	1	NA	0	NA	1	0	NA	0.666666666666667	NA	NA	0.4	NA	1	1	0.5	0.1	NA	0.875	0.333333333333333	0	0	NA	0	NA	0	0.5	0	0	0	1
chr10:47484456-47484754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5	0.916666666666667	0.8	1	0.5	NA	NA	0.6	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0.8	NA	NA	0.8	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0.875	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0	0	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	1	1	0.666666666666667	NA	0.333333333333333	NA	NA	0	NA	NA	1	NA	0.666666666666667	0	NA	NA	NA	NA	0	0	0.333333333333333	NA	1	0.5	NA	0	NA	0.75	0.4	NA	NA	1	NA	0.333333333333333	NA	0.666666666666667	0.75	NA	NA	0	NA	1	0	1	1	NA	0.5	0.366666666666667	0	0	NA	0.333333333333333	NA	NA	NA	NA	0.75	NA	NA	1	NA	1	NA	NA	NA	NA	0.5	1	NA	NA	NA	NA	0	NA	0.5	1	0.666666666666667	0.833333333333333	0	NA	0	NA	0.8	1	0.6	1	NA	0.375	NA
chr10:59736691-59738573	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0.333333333333333	NA	NA	NA	0.666666666666667	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	0	1	0	0	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	0.666666666666667	0.666666666666667	0	0	0	1	0	0	0	0.666666666666667	1	0.666666666666667	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	0.666666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	1	0.5	NA	0	NA	NA	0	0.333333333333333	NA	NA
chr10:59958284-59958671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	0.5	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.5	NA	NA	0.75	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.166666666666666	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0.25	0	NA	NA	1	NA	NA	0.5	0.5	NA	0.75	NA	NA	NA	1	NA	0	NA	0	NA	NA	0.5	NA	NA	1	0	NA	NA	NA	NA	0	NA	1	0	NA	0.5	1	0	0.25	NA	NA	0	0	0.5	NA	NA	NA	0.5	NA	0	0	NA	NA	NA	NA	NA	NA
chr10:60138516-60140515	NA	1	NA	0	NA	NA	NA	1	NA	NA	0.875	NA	0	0.333333333333333	0.333333333333333	0	0.571428571428571	0	0.333333333333333	0.833333333333333	0.75	0.75	1	1	0.5	0	0.717948717948718	0.6	0.333333333333333	NA	1	NA	NA	0.333333333333333	NA	0	0.25	0	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	0	NA	NA	0	NA	NA	NA	NA	1	NA	0.5	NA	NA	0.714285714285714	0.571428571428571	0	0	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	NA	NA	0	0.142857142857143	NA	NA	NA	0.5	0	NA	NA	0.5	NA	NA	0	NA	0	0.5	NA	NA	NA	NA	0.875	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0	NA	NA	NA	0.5	1	0.8	NA	NA	1	0	NA	0	0.333333333333333	0.5	0	NA	NA	0.5	NA	NA	1	0.727272727272727	0	0	0.8	0	0.333333333333333	0.857142857142857	0.642857142857143	1	0.333333333333333	0	1	NA	0	1	0.75	0.6	0.857142857142857	0.666666666666667	0.818181818181818	0	0	0.733333333333333	0.8	0.833333333333333	0.857142857142857	0.125	NA	0.571428571428571	1	0.727272727272727	NA	0.333333333333333	0.25	NA	1	0.5	0	NA	0.25	0	0.357142857142857	1	NA	0.818181818181818	0.533333333333333	0.555555555555556	0.75	0.833333333333333	NA	NA	0.5	0.75	0.583333333333333	0.5	1	NA	NA	1	0	0.666666666666667	0.833333333333333	1	0.818181818181818	0.5	1	NA	NA	0	1	0.770833333333333	0.666666666666667	0.222222222222222	0.916666666666667	NA	NA	NA	0.833333333333333	0	1	0.5	0	0	0	0	0.666666666666667	1
chr10:70091550-70091954	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	1	0.666666666666667	NA	0.25	NA	0.333333333333333	0.5	0.0625	NA	0.888888888888889	NA	1	1	NA	0	0.75	0.5	NA	NA	0	NA	NA	0	NA	NA	0.666666666666667	NA	0	NA	NA	0.833333333333333	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.666666666666667	NA	0	NA	NA	1	0.666666666666667	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	0.733333333333333	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	0	NA	0.666666666666667	0	NA	0	0	NA	1	0	1	0	NA	1	NA	NA	1	1	NA	0	1	1	NA	1	NA	NA	NA	1	1	0.333333333333333	NA	0	0.333333333333333	1	0.666666666666667	NA	NA	1	NA	0	0	0.5	NA	0	NA	0	0.333333333333333	0.25	NA	1	NA	1	NA	0.75	0.333333333333333	1	0.666666666666667	NA	NA	0	NA	1	0	NA	1	0.166666666666667	1	NA	1	0	0.583333333333333	0.25	0	NA	0.25	NA	0.666666666666667	0	1	0	NA	NA	NA	1	0	NA	1	1
chr10:70161283-70161931	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.5	0.5	0.5	0.5	NA	0.666666666666667	NA	0.5	NA	0.5	0.416666666666667	0	NA	1	0	NA	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0.333333333333333	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	1	0.333333333333333	0.333333333333333	1	1	NA	NA	1	0.5	1	NA	NA	1	NA	0.5	0.666666666666667	0.777777777777778	0.5	NA	0	1	NA	NA	NA	NA	NA	1	NA	0	NA	0	NA	NA	0.5	1	NA	1	1	1	NA	0	1	NA	NA	0.333333333333333	1	NA	NA	1	0	NA	0	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	1	NA	1	1
